,count,mean,std,min,max,cv_pct
GDP_qoq_pct_recalc,119.0,2.7186883604384007,1.7857645566384799,0.3352704514975491,9.578833183983404,65.68478324417136
GDP_yoy_pct_recalc,116.0,11.404150942242117,6.978242483694187,1.3634331694233337,38.84921945007782,61.19037286542813
log_GDP_diff1,119.0,0.026676645533048847,0.017158115378346852,0.0033470967318569,0.0914740419908701,64.31886406816108
log_GDP_diff4,116.0,0.10614570483683222,0.060324955392763766,0.0135422204991617,0.3282184062154476,56.83221519466627
