variable,coef,std_err,p_value
const,23.822738439139126,0.25514834541447995,0.0
Real_Interest,-0.006455497879852917,0.010122836808905175,0.5236583829913852
Inflation,0.0018164743727992205,0.01044325341966203,0.8619145072354433
FDI_pct_GDP,-0.012984069890114414,0.025587666437515286,0.611849842185541
Export_pct_GDP,0.03171869395495947,0.002126774607514751,2.6729354849524793e-50
