month,topic,n_comments,n_unique_authors,like_sum,like_mean,avg_sentiment,median_sentiment,std_sentiment,positive_ratio,negative_ratio,neutral_ratio,net_sentiment,weighted_sentiment_like,p10_sentiment,p90_sentiment,was_missing_period,month_end
2022-10,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2022-10-31
2022-11,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2022-11-30
2022-12,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2022-12-31
2023-01,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2023-01-31
2023-02,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2023-02-28
2023-03,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2023-03-31
2023-04,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2023-04-30
2023-05,economic_growth,0.0,0.0,0.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,1,2023-05-31
2023-06,economic_growth,260.0,228.0,34.0,0.13076923076923078,0.0565623076923077,0.0,0.22057689656823376,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.08846153846153847,0.05764183673469389,0.0,0.4404,0,2023-06-30
2023-07,economic_growth,2535.0,2083.0,762.0,0.3005917159763314,0.06928414201183433,0.0,0.27913638687796555,0.15108481262327417,0.04378698224852071,0.8051282051282052,0.10729783037475346,0.06572265696087352,0.0,0.4404,0,2023-07-31
2023-08,economic_growth,321.0,300.0,219.0,0.6822429906542056,0.04385046728971963,0.0,0.24380336737849514,0.11214953271028037,0.04361370716510903,0.8442367601246106,0.06853582554517135,0.029009814814814818,0.0,0.4215,0,2023-08-31
2023-09,economic_growth,82.0,74.0,67.0,0.8170731707317073,0.05638536585365853,0.0,0.23111198670878536,0.12195121951219512,0.024390243902439025,0.8536585365853658,0.0975609756097561,0.03880805369127517,0.0,0.4385100000000001,0,2023-09-30
2023-10,economic_growth,77.0,62.0,13.0,0.16883116883116883,0.11225714285714286,0.0,0.33654780274700147,0.15584415584415584,0.03896103896103896,0.8051948051948052,0.11688311688311688,0.14272888888888888,0.0,0.8412600000000002,0,2023-10-31
2023-11,economic_growth,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2023-11-30
2023-12,economic_growth,24.0,21.0,0.0,0.0,0.00852916666666667,0.0,0.2348379394560662,0.041666666666666664,0.08333333333333333,0.875,-0.041666666666666664,0.00852916666666667,0.0,0.0,0,2023-12-31
2024-01,economic_growth,10.0,9.0,2.0,0.2,-0.20773999999999998,0.0,0.3741563078001849,0.0,0.3,0.7,-0.3,-0.17311666666666667,-0.81654,0.0,0,2024-01-31
2024-02,economic_growth,207.0,189.0,221.0,1.067632850241546,0.017773429951690813,0.0,0.4742643434778636,0.37681159420289856,0.3526570048309179,0.27053140096618356,0.024154589371980673,0.10586728971962617,-0.6486,0.62454,0,2024-02-29
2024-03,economic_growth,393.0,364.0,1204.0,3.063613231552163,0.008012722646310432,0.0,0.48784849076302594,0.37404580152671757,0.37404580152671757,0.25190839694656486,0.0,-0.05833487789605511,-0.6703399999999999,0.70718,0,2024-03-31
2024-04,economic_growth,427.0,379.0,748.0,1.7517564402810304,0.02909672131147541,0.0,0.49073757531862233,0.3793911007025761,0.3231850117096019,0.297423887587822,0.05620608899297419,-0.008935063829787234,-0.649,0.7301800000000003,0,2024-04-30
2024-05,economic_growth,279.0,240.0,173.0,0.6200716845878136,0.00819032258064516,0.0,0.49038250913518816,0.34050179211469533,0.36917562724014336,0.2903225806451613,-0.02867383512544802,0.016441592920353996,-0.64132,0.7333000000000003,0,2024-05-31
2024-06,economic_growth,426.0,345.0,115.0,0.2699530516431925,0.08158896713615024,0.0,0.3810444276031356,0.2605633802816901,0.13380281690140844,0.6056338028169014,0.1267605633802817,0.08698059149722735,-0.296,0.6632,0,2024-06-30
2024-07,economic_growth,137.0,116.0,1324.0,9.664233576642335,0.029749635036496348,0.0,0.4228061277180065,0.24817518248175183,0.2116788321167883,0.5401459854014599,0.036496350364963515,-0.4063475017111567,-0.6056999999999999,0.7003,0,2024-07-31
2024-08,economic_growth,187.0,161.0,311.0,1.6631016042780749,0.09916363636363637,0.0,0.5149522201070283,0.42780748663101603,0.31016042780748665,0.2620320855614973,0.11764705882352938,0.140671686746988,-0.6471399999999999,0.8028400000000001,0,2024-08-31
2024-09,economic_growth,218.0,202.0,70.0,0.3211009174311927,-0.009994954128440368,0.0,0.5125631209165663,0.3532110091743119,0.38073394495412843,0.26605504587155965,-0.027522935779816515,0.05432812499999999,-0.7106399999999999,0.6936500000000001,0,2024-09-30
2024-10,economic_growth,88.0,84.0,43.0,0.48863636363636365,0.14507613636363637,0.0,0.47134506236385443,0.4318181818181818,0.26136363636363635,0.3068181818181818,0.17045454545454547,0.14812519083969466,-0.5395699999999999,0.77466,0,2024-10-31
2024-11,economic_growth,100.0,90.0,63.0,0.63,0.15322300000000003,0.13955,0.48276669268567673,0.53,0.21,0.26,0.32000000000000006,0.11169815950920246,-0.60236,0.765,0,2024-11-30
2024-12,economic_growth,137.0,131.0,98.0,0.7153284671532847,-0.019285401459854017,0.0,0.49845657143711625,0.31386861313868614,0.36496350364963503,0.32116788321167883,-0.0510948905109489,0.05967659574468086,-0.71336,0.7087200000000003,0,2024-12-31
2025-01,economic_growth,140.0,129.0,406.0,2.9,0.028678571428571432,0.0,0.47462257307848554,0.3142857142857143,0.32857142857142857,0.35714285714285715,-0.01428571428571429,0.15289615384615385,-0.69401,0.6827500000000001,0,2025-01-31
2025-02,economic_growth,125.0,112.0,580.0,4.64,0.0961232,0.0,0.504193458316381,0.416,0.28,0.304,0.13599999999999995,-0.18055801418439713,-0.6072000000000001,0.7199800000000002,0,2025-02-28
2025-03,economic_growth,64.0,60.0,100.0,1.5625,0.16711562500000002,0.0,0.4417193475208057,0.46875,0.25,0.28125,0.21875,0.060244512195121946,-0.4179,0.82275,0,2025-03-31
2025-04,economic_growth,27.0,23.0,8.0,0.2962962962962963,0.20657407407407405,0.296,0.5074141500654171,0.5185185185185185,0.25925925925925924,0.2222222222222222,0.25925925925925924,0.1713457142857143,-0.50246,0.8909,0,2025-04-30
2025-05,economic_growth,79.0,73.0,82.0,1.0379746835443038,0.043246835443037965,0.0,0.45144034243554126,0.3037974683544304,0.26582278481012656,0.43037974683544306,0.03797468354430383,-0.007739751552795021,-0.6045,0.6963400000000001,0,2025-05-31
2025-06,economic_growth,23.0,21.0,21.0,0.9130434782608695,0.0986608695652174,0.0,0.5588255059734498,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.04347826086956519,-0.07778181818181816,-0.5475,0.8572000000000001,0,2025-06-30
2025-07,economic_growth,21.0,21.0,13.0,0.6190476190476191,0.09218095238095238,0.0,0.43262204361202816,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.06768823529411765,-0.4404,0.7783,0,2025-07-31
2025-08,economic_growth,59.0,56.0,22.0,0.3728813559322034,0.07956610169491526,0.0,0.45900822756136295,0.4067796610169492,0.22033898305084745,0.3728813559322034,0.18644067796610173,0.10509629629629628,-0.6532,0.6532000000000002,0,2025-08-31
2025-09,economic_growth,109.0,97.0,65.0,0.5963302752293578,0.07766880733944956,0.0,0.5112378825327084,0.3944954128440367,0.29357798165137616,0.3119266055045872,0.10091743119266056,0.11139195402298849,-0.6033000000000001,0.8136,0,2025-09-30
