quarter_end,gdp_raw,inflation,interest_rate,fdi_pct_gdp,investment_pct_gdp,export_pct_gdp,unemployment_rate,gov_spending_pct_gdp,gdp_growth,log_gdp,gdp_qoq_pct_recalc,gdp_yoy_pct_recalc,inflation_lag1,inflation_lag2,interest_rate_lag1,interest_rate_lag2,log_gdp_diff1,log_gdp_diff4,inflation_scaled,interest_rate_scaled,fdi_pct_gdp_scaled,investment_pct_gdp_scaled,export_pct_gdp_scaled,unemployment_rate_scaled,gov_spending_pct_gdp_scaled,log_gdp_raw,log_fdi_pct_gdp,log_investment_pct_gdp,log_export_pct_gdp,log_gov_spending_pct_gdp,log_gdp_growth,log_log_gdp,real_interest_rate
2002-03-31,35.064,3.831,9.062,3.993,33.221,54.739,2.12,6.232,6.321,3.557174963116508,1.7409470752089096,7.278568150527764,2.756,1.682,9.152,9.242,0.0172596621425302,0.0702587060518151,-0.3976391368015446,-0.5503095095150434,-0.6914895795869346,0.3385396919467145,-0.8219584333055346,0.5833093993364268,-1.1097887745841053,3.557174963116508,1.3845428280810843,3.5031822060800653,4.002576435268832,1.8296973085684471,1.8438774234901616,1.2689666801503416,5.231
2002-06-30,36.171,3.684,9.165,3.912,33.769,55.216,2.152,6.254,6.463,3.588257692803283,3.1570841889116963,8.71303197884108,3.831,2.756,9.062,9.152,0.031082729686775,0.0835414903626725,-0.4305220570791612,-0.5202800375934262,-0.7389652897406008,0.5339007567742012,-0.7913545564274442,0.6554760367954088,-1.0976573240114451,3.588257692803283,1.3640487521725708,3.5195432218773006,4.011252766355647,1.8332212590356494,1.8660936062807585,1.277666762354265,5.480999999999999
2002-09-30,37.29,3.535,9.269,3.831,34.324,55.698,2.184,6.276,6.608,3.6187251941907297,3.0936385502197794,10.11368669717998,3.684,3.831,9.165,9.062,0.030467501387446,0.0963431615238623,-0.4638523640272216,-0.4899590174007249,-0.7864409998942671,0.7317573096560529,-0.760429884194238,0.7276426742543907,-1.085525873438785,3.6187251941907292,1.343125865718512,3.5358448179448745,4.0199442396458505,1.836732834870786,1.8882810362186768,1.2861218075151848,5.734
2002-12-31,38.421,3.385,9.375,3.748,34.884,56.186,2.217,6.298,6.753,3.648604185112045,3.032984714400655,11.481545961002793,3.535,3.684,9.269,9.165,0.0298789909213152,0.1086888841380666,-0.497406364310504,-0.4590549006658567,-0.8350889498048139,0.9313963540053096,-0.7291202575348921,0.8020645191339656,-1.0733944228661243,3.6486041851120445,1.3212223643761758,3.552028271364739,4.028667615546231,1.840232122678833,1.909986850592705,1.2943446794173268,5.99
2003-03-31,39.553,3.235,9.48,3.666,35.445,56.673,2.25,6.32,6.899,3.6776415446871327,2.94630540589782,12.80230435774583,3.385,3.535,9.375,9.269,0.0290373595750881,0.1204665815706245,-0.5309603645937863,-0.4284423322020719,-0.8831507798369207,1.131391896648046,-0.6978747899465694,0.8764863640135405,-1.061262972293464,3.6776415446871327,1.2991011494175133,3.567982199306981,4.037297906842825,1.843719208158766,1.9313764735639716,1.3022716621306327,6.245000000000001
2003-06-30,41.001,4.349,9.54,3.636,35.45,57.427,2.223,6.338,7.056,3.713596456650773,3.6609106768134,13.353238782450028,3.235,3.385,9.48,9.375,0.0359549119636404,0.1253387638474898,-0.2817659891566096,-0.4109494359370525,-0.9007343761901304,1.1331743881154512,-0.6494988503950392,0.8155957636575242,-1.0513372400067422,3.713596456650773,1.2908841763152323,3.5681232529781366,4.0505145760052494,1.846563261268729,1.9538783187044901,1.3120008023827907,5.190999999999999
2003-09-30,42.466,5.476,9.6,3.606,35.455,58.19,2.195,6.355,7.215,3.748703755759602,3.573083583327241,13.880396889246448,4.349,3.235,9.54,9.48,0.0351072991088288,0.1299785615688726,-0.0296636003615486,-0.3934565396720326,-0.9183179725433402,1.1349568795828535,-0.6005454792042997,0.752449955880915,-1.0419629372915045,3.748703755759602,1.2825991247811255,3.56826428675596,4.063713518668578,1.8492419046414175,1.9761621922258341,1.3214101150955846,4.124
2003-12-31,43.947,6.616,9.661,3.575,35.46,58.96,2.168,6.373,7.376,3.782984362415742,3.4874958790561905,14.382759428437586,5.476,4.349,9.6,9.54,0.0342806066561407,0.1343801773036981,0.2253468017913967,-0.3756720951359291,-0.93648768877499,1.136739371050259,-0.5511429945163971,0.6915593555248997,-1.0320372050047826,3.7829843624157427,1.273965176145971,3.5684053006460617,4.076859247881081,1.852070316332157,1.9982314862542927,1.3305132119959682,3.045
2004-03-31,45.428,7.755,9.722,3.544,35.465,59.731,2.14,6.391,7.536,3.8161286550294,3.3699683709923267,14.853487725330572,6.616,5.476,9.661,9.6,0.0331442926136573,0.1384871103422673,0.4801335106091204,-0.3578876505998257,-0.9546574050066402,1.1385218625176636,-0.5016763507574716,0.6284135477482905,-1.022111472718061,3.8161286550294,1.2652560327428346,3.56854629465405,4.089851148609761,1.8548907506681447,2.019691537274062,1.3392364676480606,1.9669999999999996
2004-06-30,48.463,7.887,10.046,3.506,35.041,60.718,2.125,6.161,7.539,3.880800620199435,6.68090164656161,18.199556108387615,7.755,6.616,9.722,9.661,0.0646719651700351,0.167204163548662,0.5096610308584087,-0.2634260107687189,-0.9769299603873728,0.987366586081796,-0.4383513476575239,0.5945854364393924,-1.1489402741595094,3.880800620199435,1.2544757864990428,3.5565188044737517,4.106240194468488,1.8182391020324336,2.020089547229565,1.3560414777611212,2.159
2004-09-30,51.497,8.018,10.37,3.468,34.616,61.704,2.109,5.931,7.542,3.941523553545768,6.260446113529916,21.266424904629577,7.887,7.755,10.046,9.722,0.0607229333463323,0.1928197977861656,0.5389648577724756,-0.168964370937612,-0.9992025157681048,0.8358548113524512,-0.3750905036285998,0.5585021177099014,-1.2757690756009574,3.9415235535457676,1.2435780589182954,3.5443160029225838,4.1223487586316985,1.7801928328565895,2.020487398836165,1.3715673372822286,2.3519999999999985
2004-12-31,54.565,8.151,10.698,3.429,34.187,62.702,2.094,5.698,7.545,3.9993926515650537,5.957628599724241,24.160921109518263,8.018,7.887,10.37,10.046,0.0578690980192857,0.2164082891493106,0.5687160713569857,-0.0733365380221701,-1.0220611910272777,0.6829170434491812,-0.3110597507473968,0.5246740064010034,-1.4042521657568594,3.9993926515650533,1.2322686734807833,3.531845454846731,4.138393345056782,1.7401152360757166,2.020885092219812,1.3861425124827333,2.5470000000000006
2005-03-31,57.633,8.285,11.025,3.39,33.757,63.699,2.078,5.465,7.547,4.054095320314415,5.622651883075247,26.86669014704588,8.151,8.018,10.698,10.37,0.0547026687493619,0.2379666652850152,0.5986909782767179,0.0219997466221876,-1.0449198662864505,0.5296227772524313,-0.2470931569372167,0.4885906876715124,-1.5327352559127618,4.054095320314415,1.220829921392359,3.5191878032200035,4.154168863867766,1.698364121628502,2.0211501333027315,1.3997275604111146,2.74
2005-06-30,59.788,8.071,11.062,3.446,33.95,64.69,2.07,5.482,7.407,4.090804971923568,3.739177207502631,23.368342859501045,8.285,8.151,11.025,10.698,0.0367096516091525,0.2100043517241325,0.5508206045392351,0.0327870326522829,-1.012097153093792,0.5984269478942302,-0.1835115175531763,0.4705490283067669,-1.523360953197524,4.090804971923568,1.237214138105738,3.5248888540047054,4.169606630055894,1.701469997880594,2.002425499031152,1.4087417653404868,2.9909999999999997
2005-09-30,61.967,7.855,11.1,3.502,34.144,65.692,2.062,5.499,7.265,4.126601985280969,3.6445440556633457,20.33128143386993,8.071,8.285,11.062,11.025,0.035797013357401,0.1850784317352012,0.5025028441313087,0.0438658669534621,-0.979274439901134,0.6675876168295065,-0.1192241283878803,0.4525073689420214,-1.513986650482287,4.126601985280969,1.25333423386366,3.5305868751193428,4.184977152475314,1.7045662575256777,1.9830682970222462,1.4174543044625056,3.244999999999999
2005-12-31,64.169,7.636,11.138,3.559,34.34,66.704,2.054,5.516,7.121,4.161520228034952,3.5535042845385334,17.60102629890956,7.855,8.071,11.1,11.062,0.0349182427539833,0.1621275764698988,0.4535140037177165,0.0549447012546414,-0.9458656068300352,0.7374612823517478,-0.0542951485123515,0.434465709577276,-1.5046123477670492,4.161520228034952,1.2694796065280556,3.5363108554693294,4.200264921138441,1.7076529599310555,1.9630481649999878,1.425880446947925,3.502
2006-03-31,66.372,7.418,11.176,3.616,34.537,67.717,2.046,5.533,6.978,4.195275280800542,3.4331219124499324,15.163187757014196,7.636,7.855,11.138,11.1,0.0337550527655894,0.1411799604861263,0.4047488566393462,0.0660235355558207,-0.9124567737589367,0.8076914461674666,0.0106979904342008,0.4164240502125305,-1.4952380450518117,4.195275280800542,1.28536844252993,3.5420312131270073,4.215337256224591,1.7107301639159727,1.9427623427645824,1.433958958934381,3.758
