month,topic,n_comments,avg_sentiment,positive_ratio,negative_ratio,neutral_ratio,median_sentiment,p10_sentiment,p90_sentiment
2022-02,inflation,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-04,all,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-04,inflation,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05,all,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05,inflation,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-07,all,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-07,inflation,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-08,all,5,0.00258,0.0,0.0,1.0,0.0,0.0,0.007740000000000001
2022-08,inflation,5,0.00258,0.0,0.0,1.0,0.0,0.0,0.007740000000000001
2022-10,all,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-10,inflation,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-11,all,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-11,inflation,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-12,all,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-12,inflation,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-01,all,3,-0.23343333333333335,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.5602400000000001,0.0
2023-01,inflation,3,-0.23343333333333335,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.5602400000000001,0.0
2023-03,all,1,0.8555,1.0,0.0,0.0,0.8555,0.8555,0.8555
2023-03,inflation,1,0.8555,1.0,0.0,0.0,0.8555,0.8555,0.8555
2023-04,all,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-04,inflation,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-05,all,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-05,inflation,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-06,all,260,0.056562307692307696,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.0,0.0,0.4404
2023-06,economic_growth,260,0.056562307692307696,0.12307692307692308,0.03461538461538462,0.8423076923076923,0.0,0.0,0.4404
2023-07,all,2536,0.06903702681388013,0.15102523659305994,0.04416403785488959,0.8048107255520505,0.0,0.0,0.4404
2023-07,economic_growth,2535,0.06928414201183432,0.15108481262327417,0.04378698224852071,0.8051282051282052,0.0,0.0,0.4404
2023-07,inflation,1,-0.5574,0.0,1.0,0.0,-0.5574,-0.5574,-0.5574
2023-08,all,323,0.04357894736842106,0.11145510835913312,0.043343653250773995,0.8452012383900929,0.0,0.0,0.3964000000000014
2023-08,economic_growth,321,0.04385046728971963,0.11214953271028037,0.04361370716510903,0.8442367601246106,0.0,0.0,0.4215
2023-08,inflation,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-09,all,84,0.05958809523809524,0.13095238095238096,0.023809523809523808,0.8452380952380952,0.0,0.0,0.43473000000000006
2023-09,economic_growth,82,0.05638536585365853,0.12195121951219512,0.024390243902439025,0.8536585365853658,0.0,0.0,0.4385100000000001
2023-09,inflation,2,0.1909,0.5,0.0,0.5,0.1909,0.03818,0.34362
2023-10,all,80,0.1080475,0.15,0.0375,0.8125,0.0,0.0,0.8306400000000003
2023-10,economic_growth,77,0.11225714285714286,0.15584415584415584,0.03896103896103896,0.8051948051948052,0.0,0.0,0.8412600000000002
2023-10,inflation,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-11,all,5,0.13394,0.2,0.0,0.8,0.0,0.0,0.40182
2023-11,economic_growth,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-11,inflation,1,0.6697,1.0,0.0,0.0,0.6697,0.6697,0.6697
2023-12,all,24,0.00852916666666667,0.041666666666666664,0.08333333333333333,0.875,0.0,0.0,0.0
2023-12,economic_growth,24,0.00852916666666667,0.041666666666666664,0.08333333333333333,0.875,0.0,0.0,0.0
2024-01,all,10,-0.20773999999999998,0.0,0.3,0.7,0.0,-0.81654,0.0
2024-01,economic_growth,10,-0.20773999999999998,0.0,0.3,0.7,0.0,-0.81654,0.0
2024-02,all,207,0.01777342995169082,0.37681159420289856,0.3526570048309179,0.27053140096618356,0.0,-0.6486,0.62454
2024-02,economic_growth,207,0.01777342995169082,0.37681159420289856,0.3526570048309179,0.27053140096618356,0.0,-0.6486,0.62454
2024-03,all,393,0.008012722646310432,0.37404580152671757,0.37404580152671757,0.25190839694656486,0.0,-0.6703399999999999,0.70718
2024-03,economic_growth,393,0.008012722646310432,0.37404580152671757,0.37404580152671757,0.25190839694656486,0.0,-0.6703399999999999,0.70718
2024-04,all,427,0.02909672131147541,0.3793911007025761,0.3231850117096019,0.297423887587822,0.0,-0.649,0.7301800000000003
2024-04,economic_growth,427,0.02909672131147541,0.3793911007025761,0.3231850117096019,0.297423887587822,0.0,-0.649,0.7301800000000003
2024-05,all,279,0.008190322580645164,0.34050179211469533,0.36917562724014336,0.2903225806451613,0.0,-0.64132,0.7333000000000003
2024-05,economic_growth,279,0.008190322580645164,0.34050179211469533,0.36917562724014336,0.2903225806451613,0.0,-0.64132,0.7333000000000003
2024-06,all,429,0.08101841491841492,0.25874125874125875,0.13286713286713286,0.6083916083916084,0.0,-0.296,0.6610999999999999
2024-06,economic_growth,426,0.08158896713615024,0.2605633802816901,0.13380281690140844,0.6056338028169014,0.0,-0.296,0.6632
2024-06,inflation,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07,all,138,0.03460869565217392,0.2536231884057971,0.21014492753623187,0.5362318840579711,0.0,-0.6004999999999999,0.7003
2024-07,economic_growth,137,0.02974963503649635,0.24817518248175183,0.2116788321167883,0.5401459854014599,0.0,-0.6056999999999999,0.7003
2024-07,inflation,1,0.7003,1.0,0.0,0.0,0.7003,0.7003,0.7003
2024-08,all,187,0.09916363636363637,0.42780748663101603,0.31016042780748665,0.2620320855614973,0.0,-0.6471399999999999,0.8028400000000001
2024-08,economic_growth,187,0.09916363636363637,0.42780748663101603,0.31016042780748665,0.2620320855614973,0.0,-0.6471399999999999,0.8028400000000001
2024-09,all,218,-0.009994954128440368,0.3532110091743119,0.38073394495412843,0.26605504587155965,0.0,-0.7106399999999999,0.6936500000000001
2024-09,economic_growth,218,-0.009994954128440368,0.3532110091743119,0.38073394495412843,0.26605504587155965,0.0,-0.7106399999999999,0.6936500000000001
2024-10,all,90,0.1418522222222222,0.4222222222222222,0.25555555555555554,0.32222222222222224,0.0,-0.53099,0.7736200000000001
2024-10,economic_growth,88,0.14507613636363637,0.4318181818181818,0.26136363636363635,0.3068181818181818,0.0,-0.5395699999999999,0.77466
2024-10,inflation,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-11,all,101,0.1517059405940594,0.5247524752475248,0.2079207920792079,0.26732673267326734,0.128,-0.5994,0.765
2024-11,economic_growth,100,0.153223,0.53,0.21,0.26,0.13955,-0.60236,0.765
2024-11,inflation,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-12,all,137,-0.01928540145985402,0.31386861313868614,0.36496350364963503,0.32116788321167883,0.0,-0.71336,0.7087200000000003
2024-12,economic_growth,137,-0.01928540145985402,0.31386861313868614,0.36496350364963503,0.32116788321167883,0.0,-0.71336,0.7087200000000003
2025-01,all,140,0.028678571428571432,0.3142857142857143,0.32857142857142857,0.35714285714285715,0.0,-0.69401,0.6827500000000001
2025-01,economic_growth,140,0.028678571428571432,0.3142857142857143,0.32857142857142857,0.35714285714285715,0.0,-0.69401,0.6827500000000001
2025-02,all,125,0.09612319999999999,0.416,0.28,0.304,0.0,-0.6072000000000001,0.7199800000000002
2025-02,economic_growth,125,0.09612319999999999,0.416,0.28,0.304,0.0,-0.6072000000000001,0.7199800000000002
2025-03,all,64,0.167115625,0.46875,0.25,0.28125,0.0,-0.4179,0.82275
2025-03,economic_growth,64,0.167115625,0.46875,0.25,0.28125,0.0,-0.4179,0.82275
2025-04,all,27,0.20657407407407405,0.5185185185185185,0.25925925925925924,0.2222222222222222,0.296,-0.50246,0.8909
2025-04,economic_growth,27,0.20657407407407405,0.5185185185185185,0.25925925925925924,0.2222222222222222,0.296,-0.50246,0.8909
2025-05,all,79,0.04324683544303798,0.3037974683544304,0.26582278481012656,0.43037974683544306,0.0,-0.6045,0.6963400000000001
2025-05,economic_growth,79,0.04324683544303798,0.3037974683544304,0.26582278481012656,0.43037974683544306,0.0,-0.6045,0.6963400000000001
2025-06,all,23,0.0986608695652174,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.0,-0.5475,0.8572000000000001
2025-06,economic_growth,23,0.0986608695652174,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.0,-0.5475,0.8572000000000001
2025-07,all,21,0.09218095238095238,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,-0.4404,0.7783
2025-07,economic_growth,21,0.09218095238095238,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,-0.4404,0.7783
2025-08,all,59,0.07956610169491525,0.4067796610169492,0.22033898305084745,0.3728813559322034,0.0,-0.6532,0.6532000000000002
2025-08,economic_growth,59,0.07956610169491525,0.4067796610169492,0.22033898305084745,0.3728813559322034,0.0,-0.6532,0.6532000000000002
2025-09,all,109,0.07766880733944953,0.3944954128440367,0.29357798165137616,0.3119266055045872,0.0,-0.6033000000000001,0.8136
2025-09,economic_growth,109,0.07766880733944953,0.3944954128440367,0.29357798165137616,0.3119266055045872,0.0,-0.6033000000000001,0.8136
2025-10,all,94,0.046419148936170204,0.3404255319148936,0.26595744680851063,0.39361702127659576,0.0,-0.57778,0.70939
2025-10,economic_growth,94,0.046419148936170204,0.3404255319148936,0.26595744680851063,0.39361702127659576,0.0,-0.57778,0.70939
2025-11,all,144,0.005541666666666666,0.3541666666666667,0.3888888888888889,0.2569444444444444,0.0,-0.70396,0.7868900000000002
2025-11,economic_growth,144,0.005541666666666666,0.3541666666666667,0.3888888888888889,0.2569444444444444,0.0,-0.70396,0.7868900000000002
2025-12,all,121,0.07623801652892562,0.36363636363636365,0.256198347107438,0.38016528925619836,0.0,-0.4871,0.6997
2025-12,economic_growth,121,0.07623801652892562,0.36363636363636365,0.256198347107438,0.38016528925619836,0.0,-0.4871,0.6997
2026-01,all,175,0.13089885714285715,0.44571428571428573,0.2342857142857143,0.32,0.0,-0.49039999999999995,0.7519399999999999
2026-01,economic_growth,175,0.13089885714285715,0.44571428571428573,0.2342857142857143,0.32,0.0,-0.49039999999999995,0.7519399999999999
2026-02,all,75,0.052376000000000006,0.36,0.32,0.32,0.0,-0.5423,0.7510000000000003
2026-02,economic_growth,75,0.052376000000000006,0.36,0.32,0.32,0.0,-0.5423,0.7510000000000003
2026-03,all,57,0.0745,0.42105263157894735,0.3333333333333333,0.24561403508771928,0.0,-0.68434,0.8779999999999999
2026-03,economic_growth,57,0.0745,0.42105263157894735,0.3333333333333333,0.24561403508771928,0.0,-0.68434,0.8779999999999999
