variable,coef,std_err,t_or_z,p_value,ci_low,ci_high
const,-0.5280369661020359,1.415540800889848,-0.3730284325044515,0.7091272827061803,-3.3024459544931215,2.2463720222890498
gdp_growth_lag1,0.9248317458172459,0.13632786291171767,6.783879143004997,1.1699120887374974e-11,0.6576340444209655,1.1920294472135264
inflation,-0.8309393923801401,0.6755679832706991,-1.2299863417997179,0.21870221949202817,-2.1550283086990683,0.49314952393878786
interest_rate,0.4010140777189873,0.22661438312671472,1.7695879325309833,0.07679581058798951,-0.043141951588134886,0.8451701070261095
